5,さくらの満開,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,地点名,1953,rm,1954,rm,1955,rm,1956,rm,1957,rm,1958,rm,1959,rm,1960,rm,1961,rm,1962,rm,1963,rm,1964,rm,1965,rm,1966,rm,1967,rm,1968,rm,1969,rm,1970,rm,1971,rm,1972,rm,1973,rm,1974,rm,1975,rm,1976,rm,1977,rm,1978,rm,1979,rm,1980,rm,1981,rm,1982,rm,1983,rm,1984,rm,1985,rm,1986,rm,1987,rm,1988,rm,1989,rm,1990,rm,1991,rm,1992,rm,1993,rm,1994,rm,1995,rm,1996,rm,1997,rm,1998,rm,1999,rm,2000,rm,2001,rm,2002,rm,2003,rm,2004,rm,2005,rm,2006,rm,2007,rm,2008,rm,2009,rm,2010,rm,2011,rm,2012,rm,2013,rm,2014,rm,2015,rm,2016,rm,2017,rm,2018,rm,2019,rm,2020,rm,2021,rm,2022,rm,2023,rm,2024,rm,2025,rm,2026,rm,2027,rm,2028,rm,2029,rm,2030,rm,2031,rm,2032,e,平年値,rm,最早値,rm,最早年,最晩値,rm,最晩年
604,新潟　　,420,8,415,8,413,8,419,8,424,8,421,8,412,8,418,8,419,8,418,8,416,8,414,8,424,8,418,8,416,8,415,8,421,8,424,8,417,8,414,8,414,8,423,8,417,8,420,8,416,8,421,8,411,8,421,8,418,8,414,8,416,8,429,8,415,8,421,8,415,8,420,8,407,8,406,8,415,8,409,8,416,8,415,8,415,8,422,8,411,8,410,8,412,8,418,8,411,8,404,8,413,8,409,8,420,8,416,8,413,8,409,8,413,8,417,8,418,8,420,8,412,9,412,9,409,9,407,9,413,9,405,9,412,9,407,9,331,9,411,9,331,9,411,9,409,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,8,331,8,2023,429,8,1984
605,金沢　　,410,8,405,8,408,8,415,8,416,8,408,8,401,8,405,8,410,8,411,8,414,8,413,8,418,8,410,8,409,8,413,8,413,8,419,8,412,8,407,8,410,8,414,8,412,8,414,8,411,8,415,8,407,8,410,8,413,8,406,8,411,8,420,8,411,8,414,8,406,8,417,8,402,8,402,8,411,8,407,9,416,9,414,9,412,9,417,9,408,9,407,9,407,9,412,8,407,8,401,8,409,8,401,8,411,8,412,8,409,8,406,8,410,8,406,8,412,8,413,8,405,8,407,8,404,8,404,8,408,8,403,8,406,8,401,8,329,8,405,8,330,8,408,8,406,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,8,329,8,2021,420,8,1984
607,富山　　,412,8,408,8,410,8,415,8,420,8,411,8,406,8,409,8,413,8,413,8,414,8,414,8,422,8,415,8,413,8,413,8,415,8,419,8,413,8,413,8,411,8,417,8,414,8,412,8,414,8,418,8,407,8,413,8,414,8,406,8,413,8,424,8,414,8,415,8,408,8,418,8,403,8,404,8,415,8,410,8,416,8,415,8,411,8,417,8,407,8,405,8,406,8,414,8,409,8,401,8,411,8,401,8,412,8,412,8,408,8,406,8,408,8,406,8,411,8,416,8,406,8,408,8,404,8,401,8,408,8,330,8,405,8,403,8,328,8,406,8,327,8,410,8,406,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,8,327,8,2023,424,8,1984
610,長野　　,424,8,413,8,413,8,417,8,423,8,419,8,412,8,423,8,420,8,422,8,418,8,417,8,503,8,423,8,421,8,421,8,422,8,428,8,420,8,417,8,420,8,422,8,419,8,420,8,418,8,425,8,411,8,422,8,423,8,419,8,416,8,429,8,418,8,423,8,416,8,425,8,411,8,411,8,415,8,416,8,421,8,418,8,421,8,426,8,416,8,413,8,413,8,422,8,413,8,405,8,418,8,411,8,419,8,420,8,414,8,416,8,412,8,413,8,421,8,421,8,415,8,417,8,410,8,408,8,417,8,406,8,418,8,413,8,401,8,411,8,403,8,413,8,413,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,8,401,8,2021,503,8,1965
612,高田　　,417,8,410,8,410,8,416,8,421,8,415,8,408,8,412,8,415,8,413,8,414,8,412,8,422,8,416,8,412,8,416,8,417,8,426,8,414,8,411,8,414,8,419,8,414,8,416,8,416,8,419,8,406,8,419,8,420,8,411,8,413,8,430,8,418,8,421,8,410,8,420,8,406,8,406,8,413,8,411,8,417,8,415,8,413,8,419,8,410,8,408,8,411,8,414,8,410,8,403,8,413,8,405,8,414,8,415,8,412,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,8,2002,430,8,1984
615,宇都宮　,412,8,407,8,408,8,415,8,414,8,411,8,406,8,408,8,410,8,412,8,412,8,411,8,416,8,407,8,409,8,409,8,413,8,419,8,410,8,405,8,408,8,412,8,411,8,411,8,408,8,416,8,404,8,413,8,412,8,407,8,412,8,424,8,411,8,416,8,408,8,415,8,406,8,402,8,409,8,404,8,411,8,408,8,410,8,415,8,404,8,406,8,405,8,412,8,406,8,325,8,407,8,331,8,409,8,404,8,404,8,403,8,406,8,408,8,412,8,412,8,329,8,404,8,402,8,404,8,409,8,329,8,409,8,403,8,331,8,402,8,330,8,411,8,409,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,8,325,8,2002,424,8,1984
616,福井　　,412,8,406,8,409,8,414,8,417,8,407,8,404,8,405,8,410,8,412,8,412,8,412,8,419,8,409,8,407,8,411,8,413,8,419,8,413,8,410,8,409,8,412,8,412,8,410,8,413,8,415,8,406,8,411,8,413,8,405,8,410,8,421,8,411,8,414,9,407,9,418,9,401,9,401,9,410,9,405,9,414,9,411,9,409,9,414,8,404,8,404,8,402,8,413,8,408,8,331,8,407,8,401,8,412,8,412,8,409,8,406,8,407,8,406,8,413,8,413,8,402,8,403,8,403,8,331,8,407,8,402,8,405,8,331,8,327,8,406,8,327,8,406,8,409,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,8,327,8,2023,421,8,1984
617,高山　　,427,8,421,8,414,8,424,8,424,8,417,8,413,8,415,8,419,8,420,8,420,8,414,8,501,8,421,8,418,8,422,8,421,8,430,8,418,8,417,8,417,8,424,8,421,8,421,8,419,8,428,8,413,8,422,8,427,8,423,8,418,8,502,8,420,8,424,8,419,8,426,8,416,8,414,8,417,8,415,8,426,8,422,8,424,8,430,8,420,8,413,8,417,8,424,8,417,8,409,8,420,8,413,8,419,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,8,2002,502,8,1984
618,松本　　,420,8,411,8,413,8,416,8,420,8,419,8,410,8,414,8,416,8,423,8,417,8,416,8,501,8,419,8,420,8,420,8,421,8,427,8,419,8,417,8,418,8,423,8,419,8,417,8,415,8,423,8,410,8,419,8,420,8,416,8,416,8,427,8,419,8,422,8,411,8,422,8,410,8,411,8,414,8,411,8,418,8,418,8,418,8,425,8,410,8,411,8,412,8,418,8,410,8,403,8,417,8,407,8,414,8,418,8,409,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,8,2002,501,8,1965
624,前橋　　,417,8,404,8,410,8,413,8,414,8,409,8,404,8,408,8,408,8,410,8,409,8,410,8,416,8,407,8,405,8,409,8,413,8,417,8,410,8,406,8,409,8,411,8,410,8,407,8,404,8,415,8,406,8,412,8,408,8,403,8,410,8,421,8,411,8,414,8,404,8,413,8,402,8,330,8,408,8,402,8,404,8,407,8,411,8,410,8,403,8,401,8,404,8,410,8,404,8,328,8,408,8,331,8,408,8,404,8,407,8,331,8,408,8,406,8,411,8,412,8,401,8,403,8,401,8,401,8,407,8,328,8,407,8,326,8,328,8,401,8,324,8,408,8,407,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,8,324,8,2023,421,8,1984
626,熊谷　　,409,8,405,8,408,8,413,8,412,8,409,8,404,8,407,8,408,8,410,8,411,8,408,8,413,8,407,8,405,8,406,8,413,8,416,8,408,8,403,8,409,8,412,8,411,8,410,8,403,8,411,8,403,8,412,8,407,8,403,8,410,8,420,8,409,8,412,9,404,9,413,8,404,8,401,8,408,8,401,8,404,8,406,9,409,9,409,9,404,9,407,9,405,9,408,9,403,9,322,9,404,9,331,9,408,9,403,9,401,9,329,9,405,9,406,9,408,9,410,9,326,9,401,9,330,9,401,9,407,9,326,9,404,9,325,9,329,9,330,9,326,9,408,9,407,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,8,322,8,2002,420,8,1984
629,水戸　　,409,8,406,8,408,8,415,8,414,8,411,8,406,8,410,8,410,8,415,8,413,8,411,8,416,8,408,8,407,8,410,8,413,8,421,8,412,8,405,8,408,8,414,8,412,8,413,8,411,8,416,8,406,8,414,8,415,8,408,8,414,8,427,8,414,8,416,9,405,9,414,9,403,9,330,9,410,9,406,9,414,9,407,9,411,9,414,9,402,9,408,9,405,9,408,9,405,9,328,9,409,9,331,9,409,9,404,9,402,9,403,9,408,9,407,9,412,9,412,9,401,9,402,9,404,9,406,9,410,9,328,9,405,9,331,8,330,8,406,8,327,8,408,8,408,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,8,327,8,2023,427,8,1984
631,敦賀　　,410,8,405,8,406,8,411,8,416,8,408,8,402,8,403,8,412,8,410,8,411,8,411,8,419,8,405,8,407,8,411,8,413,8,417,8,411,8,409,8,410,8,412,8,412,8,408,8,411,8,415,8,404,8,411,8,412,8,405,8,410,8,418,8,411,8,414,9,407,9,416,9,401,9,330,9,408,9,403,9,411,9,408,9,408,9,414,9,404,9,404,9,401,9,412,9,407,9,331,9,406,9,403,9,410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,8,1990,419,8,1965
632,岐阜　　,409,8,405,8,401,8,407,8,412,8,408,8,403,8,403,8,407,8,412,8,409,8,409,8,416,8,406,8,405,8,409,8,411,8,415,8,407,8,405,8,408,8,410,8,408,8,402,8,402,8,411,8,405,8,407,8,407,8,330,8,407,8,416,8,405,8,407,9,406,9,410,9,329,9,327,9,406,9,331,9,405,9,405,9,405,9,408,9,330,9,331,9,401,9,410,9,406,9,327,9,331,9,401,9,408,9,405,9,402,9,329,9,401,9,331,9,404,9,406,9,329,9,331,9,330,9,331,9,404,9,326,9,402,9,401,9,327,9,328,9,323,9,404,9,331,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,8,323,8,2023,416,8,1984
636,名古屋　,412,8,404,8,403,8,409,8,413,8,407,8,330,8,404,8,406,8,412,8,406,8,407,8,416,8,403,8,405,8,405,8,407,8,412,8,405,8,402,8,408,8,408,8,407,8,401,8,402,8,411,8,407,8,406,8,405,8,331,8,406,8,415,8,406,8,406,8,406,8,410,8,330,8,327,8,405,8,331,8,404,8,405,8,406,8,406,8,330,8,330,8,401,8,408,8,403,8,328,8,331,8,403,8,408,8,406,8,402,8,329,8,403,8,402,8,406,8,406,8,328,8,331,8,330,8,331,8,406,8,327,8,404,8,401,8,328,8,330,8,327,8,407,8,404,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,8,327,8,2023,416,8,1965
637,飯田　　,412,8,407,8,407,8,412,8,416,8,407,8,331,8,405,8,413,8,417,8,414,8,412,8,420,8,412,8,414,8,413,8,413,8,422,8,412,8,414,8,410,8,416,8,414,8,413,8,411,8,419,8,410,8,413,8,413,8,408,8,412,8,421,8,409,8,416,8,408,8,417,8,405,8,402,8,409,8,403,8,412,8,411,8,412,8,418,8,406,8,405,8,408,8,416,8,409,8,401,8,412,9,407,9,412,8,412,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,8,1959,422,8,1970
638,甲府　　,408,8,404,8,403,8,407,8,409,8,405,8,330,8,331,8,406,8,408,8,406,8,405,8,412,8,402,8,404,8,406,8,409,8,412,8,402,8,331,8,405,8,406,8,406,8,331,8,401,8,410,8,401,8,405,8,406,8,401,8,408,8,416,8,406,8,412,8,405,8,411,8,401,8,326,8,405,8,401,8,402,8,404,8,407,8,408,8,330,8,330,8,328,8,407,8,402,8,322,8,401,8,331,8,407,8,329,8,330,8,328,8,331,8,328,8,408,8,407,8,326,8,404,8,331,8,403,8,409,8,329,8,407,8,402,8,329,8,328,8,324,8,405,8,404,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,8,322,8,2002,416,8,1984
648,銚子　　,405,8,405,8,404,8,411,8,409,8,407,8,402,8,330,8,408,8,408,8,411,8,413,8,417,8,405,8,406,8,404,8,411,8,417,8,408,8,407,8,408,8,407,8,410,8,407,8,402,8,416,8,406,8,414,8,413,8,403,8,413,8,423,8,409,8,416,9,406,9,411,9,402,9,402,9,410,9,403,9,414,9,411,9,409,9,408,9,406,9,409,9,403,9,411,9,402,9,329,9,404,9,406,9,410,9,401,9,405,9,402,9,407,9,408,9,412,9,411,9,328,9,404,9,406,9,406,9,410,9,328,9,405,9,403,9,328,9,406,9,330,9,407,9,407,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,8,328,8,2021,423,8,1984
651,津　　　,412,8,404,8,405,8,409,8,413,8,413,8,401,8,409,8,409,8,413,8,410,8,410,8,417,8,404,8,405,8,408,8,411,8,416,8,407,8,408,8,413,8,411,8,409,8,404,8,404,8,414,8,409,8,407,8,405,8,331,8,408,8,418,8,406,8,408,9,406,9,411,9,401,9,330,9,407,9,402,9,407,9,407,9,410,9,411,9,404,9,331,9,403,9,409,9,404,9,327,9,402,9,401,9,408,9,406,9,401,9,401,9,402,9,401,9,405,9,408,9,330,9,401,9,331,9,402,9,405,9,329,9,403,9,331,9,325,9,330,9,327,9,402,9,402,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,8,325,8,2021,418,8,1984
654,浜松　　,408,8,403,8,402,8,0,0,410,8,406,8,403,8,406,8,408,8,412,8,407,8,406,8,413,8,405,8,403,8,405,8,407,8,408,8,403,8,403,8,406,8,402,8,406,8,331,8,330,8,410,8,405,8,408,8,405,8,330,8,406,8,412,8,403,8,407,8,405,8,412,8,401,8,401,8,406,8,402,8,406,8,408,8,408,8,404,8,401,8,403,8,401,8,409,8,404,8,326,8,329,8,403,8,408,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,2002,413,8,1965
656,静岡　　,402,8,403,8,330,8,403,8,407,8,404,8,329,8,405,8,406,8,409,8,406,8,405,8,410,8,330,8,402,8,404,8,407,8,410,8,407,8,406,8,406,8,405,8,406,8,330,8,328,8,410,8,405,8,407,8,403,8,329,8,410,8,412,8,404,8,406,8,405,8,412,8,402,8,402,8,410,8,404,8,409,8,409,8,408,8,402,8,330,8,331,8,401,8,406,8,402,8,322,8,328,8,401,8,407,8,327,8,330,8,327,8,327,8,326,8,404,8,401,8,323,8,331,8,401,8,405,8,412,8,327,8,406,8,407,8,328,8,330,8,329,8,408,8,403,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,8,322,8,2002,412,8,2017
662,東京　　,405,8,401,8,405,8,408,8,410,8,406,8,405,8,401,8,408,8,409,8,406,8,405,8,412,8,405,8,405,8,403,8,410,8,415,8,405,8,401,8,408,8,409,8,406,8,331,8,331,8,409,8,404,8,408,8,408,8,331,8,408,8,417,8,410,8,410,9,405,9,411,9,403,9,326,9,408,9,401,9,402,9,405,9,407,9,407,9,330,9,331,9,402,9,406,9,328,9,321,9,401,9,329,9,406,9,328,9,329,9,327,9,402,9,401,9,406,9,406,9,322,9,330,9,329,9,331,9,402,9,324,9,327,9,322,9,322,9,327,9,322,9,404,9,330,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,8,321,8,2002,417,8,1984
663,尾鷲　　,405,8,404,8,331,8,406,8,410,8,408,8,329,8,402,8,404,8,409,8,406,8,407,8,417,8,329,8,403,8,404,8,408,8,410,8,402,8,403,8,403,8,402,8,406,8,405,8,329,8,410,8,406,8,405,8,403,8,330,8,407,8,411,8,405,8,406,9,406,9,408,9,330,9,401,9,405,9,403,9,407,9,407,9,410,9,403,9,404,9,331,9,401,9,407,9,404,9,327,9,330,9,403,9,408,9,330,9,330,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,8,2002,417,8,1965
670,横浜　　,331,8,401,8,404,8,409,8,410,8,405,8,403,8,403,8,407,8,409,8,407,8,406,8,410,8,405,8,404,8,401,8,411,8,413,8,405,8,331,8,406,8,406,8,407,8,406,8,403,8,414,8,404,8,409,8,407,8,331,8,408,8,415,8,408,8,409,9,331,9,409,9,401,9,323,9,406,9,331,9,402,9,406,9,407,9,404,9,331,9,404,9,402,9,407,9,329,9,322,9,401,9,330,9,407,9,328,9,330,9,329,9,404,9,402,9,408,9,409,9,322,9,331,8,331,8,402,8,406,8,327,8,401,8,328,8,327,8,328,8,325,8,407,8,404,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,8,322,8,2013,415,8,1984
672,館山　　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,8,411,8,404,8,403,8,409,8,408,8,407,8,404,8,402,8,416,8,407,8,412,8,407,8,402,8,412,8,415,8,408,8,409,8,406,8,412,8,403,8,401,8,409,8,403,8,407,8,408,8,409,8,405,8,407,8,406,8,410,8,410,8,403,8,327,8,403,8,405,8,408,8,329,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,8,2002,416,8,1978
675,大島　　,0,0,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,8,412,8,331,8,403,8,331,8,409,8,408,8,403,8,405,8,408,8,409,8,407,8,404,8,402,8,411,8,404,8,409,8,406,8,401,8,409,8,413,8,407,8,407,9,403,9,412,9,331,9,402,9,406,9,403,9,406,9,407,9,406,9,406,9,401,9,331,9,402,9,409,9,329,9,323,9,331,9,401,9,407,9,328,9,331,9,331,9,404,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,8,2002,413,8,1984
677,三宅島　,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,8,326,8,331,8,402,8,404,8,0,0,402,8,406,8,407,8,331,8,0,0,402,8,327,8,411,8,410,8,406,8,403,8,401,8,409,8,410,8,401,8,405,9,408,9,413,9,402,9,404,9,406,9,407,9,412,9,407,9,410,9,405,9,331,9,406,9,328,9,408,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,1966,413,8,1988
678,八丈島　,404,8,411,8,404,8,405,8,412,8,416,8,420,8,415,8,410,8,416,8,408,8,412,8,416,8,410,8,404,8,405,8,430,8,410,8,406,8,419,8,411,8,404,8,413,8,403,8,401,8,414,8,501,8,411,8,331,8,404,8,415,8,408,8,408,8,404,9,421,9,415,9,407,9,413,9,409,9,411,9,416,9,410,9,411,9,329,9,405,9,410,9,406,9,413,9,406,9,406,9,404,9,401,9,418,9,403,9,0,0,407,9,418,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,8,1996,501,8,1979
740,西郷　　,418,8,405,8,409,8,414,8,417,8,410,8,403,8,407,8,410,8,414,8,414,8,413,8,417,8,408,8,408,8,412,8,415,8,417,8,413,8,411,8,411,8,414,8,412,8,411,8,408,8,414,8,407,8,415,8,413,8,408,8,412,8,420,8,413,8,414,8,406,8,417,9,405,8,403,8,415,8,406,8,414,8,414,8,413,8,419,8,408,8,405,8,409,8,412,8,408,8,401,8,409,8,402,8,412,8,409,8,410,8,408,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,8,2002,420,8,1984
741,松江　　,409,8,403,8,407,8,409,8,415,8,408,8,0,0,0,0,0,0,0,0,0,0,407,8,418,8,0,0,405,8,410,8,414,8,416,8,412,8,410,8,407,8,411,8,411,8,413,8,405,8,414,8,404,8,410,8,412,8,407,8,411,8,417,8,411,8,413,8,407,8,415,8,403,8,330,8,412,8,405,8,415,8,410,8,409,8,414,8,404,8,404,8,406,8,408,8,406,8,330,8,406,8,331,8,408,8,406,8,403,8,406,8,406,8,403,8,412,8,410,8,331,8,402,8,402,8,330,8,407,8,329,8,401,8,330,8,327,8,331,8,327,8,403,8,402,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,8,327,8,2023,418,8,1965
744,米子　　,0,0,415,8,406,8,411,8,415,8,408,8,330,8,403,8,405,8,410,8,411,8,405,8,417,8,406,8,406,8,408,8,413,8,415,8,410,8,407,8,406,8,409,8,409,8,407,8,405,8,412,8,405,8,410,8,408,8,404,8,412,8,417,8,409,8,411,8,406,8,414,8,402,8,330,8,412,8,406,8,413,8,410,8,409,8,411,8,404,8,331,8,403,8,408,8,401,8,328,8,406,8,329,8,408,8,407,8,403,8,405,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,8,2002,417,8,1984
746,鳥取　　,408,8,403,8,404,8,408,8,415,8,407,8,402,8,404,8,409,8,410,8,412,8,408,8,417,8,405,8,406,8,409,8,414,8,415,8,410,8,407,8,408,8,409,8,409,8,408,8,407,8,413,8,407,8,409,8,407,8,404,8,408,8,417,8,410,8,412,9,406,9,415,9,403,9,330,9,410,9,406,9,414,9,409,9,408,9,414,9,404,9,331,9,401,9,409,9,403,9,330,9,407,9,329,9,408,9,407,9,408,9,404,9,407,9,404,9,408,9,410,9,329,9,402,9,401,9,331,9,407,9,328,9,404,9,331,9,329,9,401,9,324,9,406,9,404,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,8,324,8,2023,417,8,1984
747,豊岡　　,410,8,405,8,405,8,411,8,411,8,408,8,331,8,402,8,409,8,412,8,413,8,407,8,417,8,406,8,408,8,410,8,414,8,418,8,411,8,405,8,408,8,410,8,410,8,410,8,411,8,414,8,405,8,409,8,409,8,404,8,407,8,418,8,412,8,414,8,409,8,416,8,403,8,401,8,410,8,406,8,413,8,411,8,410,8,415,8,409,8,403,8,406,8,412,8,404,8,331,8,408,8,331,8,409,8,409,8,403,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,8,2004,418,8,1984
750,舞鶴　　,410,8,404,8,407,8,411,8,416,8,409,8,403,8,405,8,409,8,410,8,411,8,407,8,417,8,406,8,409,8,413,8,413,8,418,8,411,8,406,8,409,8,411,8,411,8,411,8,410,8,414,8,405,8,410,8,411,8,404,8,410,8,418,8,410,8,411,9,406,9,415,9,403,9,331,9,410,9,405,9,411,9,412,9,412,9,415,9,408,9,331,9,404,9,412,9,405,8,331,8,409,8,331,8,410,8,410,8,409,8,407,8,406,8,406,8,410,8,412,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,8,2004,418,8,1984
755,浜田　　,402,8,402,8,402,8,411,8,413,8,405,8,403,8,404,8,404,8,409,8,410,8,405,8,411,8,403,8,405,8,408,8,412,8,413,8,408,8,411,8,406,8,409,8,408,8,406,8,402,8,411,8,405,8,406,8,406,8,330,8,408,8,413,8,409,8,409,9,407,9,412,9,402,9,327,9,411,9,402,9,410,9,406,9,410,9,407,9,407,9,330,9,403,9,404,9,403,8,326,8,403,8,403,8,407,8,404,8,401,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,2002,413,8,1984
759,京都　　,411,8,405,8,407,8,410,8,412,8,408,8,402,8,405,8,406,8,407,8,409,8,406,8,417,8,406,8,406,8,405,8,413,8,415,8,407,8,407,8,408,8,409,8,410,8,409,8,403,8,413,8,409,8,408,8,408,8,331,8,409,8,414,8,408,8,408,8,406,8,411,8,402,8,329,8,406,8,403,8,406,8,406,8,406,8,409,8,404,8,401,8,402,8,410,8,403,8,328,8,404,8,403,8,408,8,406,8,403,8,401,8,405,8,401,8,407,8,409,9,330,9,402,9,401,9,402,9,407,9,328,9,406,9,330,9,326,9,330,9,324,9,405,9,405,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,8,324,8,2023,417,8,1965
761,彦根　　,412,8,407,8,408,8,412,8,416,8,410,8,405,8,410,8,412,8,413,8,412,8,413,8,424,8,413,8,412,8,413,8,414,8,418,8,410,8,408,8,408,8,412,8,411,8,410,8,410,8,414,8,409,8,412,8,411,8,405,8,411,8,419,8,411,8,414,8,409,8,414,8,404,8,402,8,409,8,406,8,411,8,411,8,410,8,417,8,406,8,405,8,408,8,414,8,408,8,402,8,406,8,402,8,410,8,412,8,411,8,406,8,408,8,407,8,411,8,412,8,405,8,409,8,404,8,405,8,409,8,401,8,408,8,403,8,330,8,406,8,330,8,409,8,409,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,8,330,8,2023,424,8,1965
762,下関　　,410,8,406,8,405,8,409,8,411,8,408,8,405,8,406,8,406,8,410,8,411,8,407,8,411,8,406,8,406,8,407,8,412,8,413,8,408,8,411,8,402,8,405,8,405,8,408,8,401,8,407,8,409,8,408,8,406,8,402,8,409,8,412,8,409,8,409,9,408,9,413,9,402,9,331,9,412,9,404,8,409,8,405,8,410,8,407,8,401,8,405,8,406,8,405,8,404,8,328,8,401,8,402,8,408,8,407,8,402,8,404,8,401,8,401,8,407,8,406,8,328,8,330,8,401,8,403,8,407,8,329,8,405,8,405,8,326,8,401,8,331,8,405,8,404,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,8,326,8,2021,413,8,1988
